0 0 0 0
0 0 0 0.1
2.01372e-07 0 0 0.2
8.01128e-07 2.0138e-09 0 0.3
1.98768e-06 1.19989e-08 2.01394e-11 0.4
3.93679e-06 4.16215e-08 1.60074e-10 0.5
6.80789e-06 1.09782e-07 7.14647e-10 0.6
1.07407e-05 2.43835e-07 2.35995e-09 0.7
1.58524e-05 4.80442e-07 6.42012e-09 0.8
2.22354e-05 8.6603e-07 1.52207e-08 0.9
2.99556e-05 1.4568e-06 3.25296e-08 1
3.90514e-05 2.31832e-06 6.40817e-08 1.1
4.95329e-05 3.52463e-06 1.18177e-07 1.2
6.13829e-05 5.15694e-06 2.06337e-07 1.3
7.45571e-05 7.302e-06 3.44003e-07 1.4
8.89856e-05 1.005e-05 5.51249e-07 1.5
0.000104575 1.34924e-05 8.53483e-07 1.6
0.000121213 1.77191e-05 1.2821e-06 1.7
0.000138765 2.28164e-05 1.87509e-06 1.8
0.000157086 2.88637e-05 2.67748e-06 1.9
0.000176018 3.59312e-05 3.74173e-06 2
0.000195395 4.40777e-05 5.12786e-06 2.1
0.000215048 5.33477e-05 6.90346e-06 2.2
0.000234806 6.37701e-05 9.14347e-06 2.3
0.000254503 7.53564e-05 1.19297e-05 2.4
0.000273979 8.80998e-05 1.53502e-05 2.5
0.000293082 0.000101974 1.94981e-05 2.6
0.000311673 0.000116935 2.44706e-05 2.7
0.000329628 0.000132918 3.03677e-05 2.8
0.000346836 0.000149842 3.72902e-05 2.9
0.000363206 0.000167611 4.5338e-05 3
0.000378664 0.000186112 5.46083e-05 3.1
0.000393151 0.000205223 6.51934e-05 3.2
0.000406631 0.000224813 7.71786e-05 3.3
0.000419081 0.000244745 9.06398e-05 3.4
0.000430495 0.000264878 0.000105642 3.5
0.000440884 0.000285075 0.000122236 3.6
0.000450269 0.000305201 0.000140457 3.7
0.000458685 0.00032513 0.000160326 3.8
0.000466174 0.000344746 0.000181842 3.9
0.000472786 0.000363947 0.000204987 4
0.000478578 0.000382647 0.00022972 4.1
0.000483609 0.000400776 0.000255982 4.2
0.000487939 0.000418284 0.000283691 4.3
